"","business_id","stars","alcohol","divey","casual","bikeparking","businessacceptscreditcards","goodforkids","dessert","latenight","lunch","dinner","brunch","hastv","restaurantsdelivery"
"1223","IcnJlauqhHfelo_qp9uKuw",3.5,"none",0,0,0,1,1,0,0,0,0,0,0,1
"1224","Kbidfh24_7-a380tovQeYA",4,"none",0,0,1,1,1,0,0,0,0,0,1,1
"1225","BNzcfz3jmBo_1wUB5YIsXg",3.5,"none",1,0,1,1,1,0,1,0,0,0,1,0
"1227","KjjNv4YFzBFnsBh2ncH1Iw",3,"beerandwine",0,1,1,1,1,0,0,1,0,0,1,1
"1228","y3RlbCN0UrDdLnjSF9NkXA",3.5,"fullbar",0,1,1,1,1,0,0,1,0,0,0,0
"1232","Srl3TFbOAfa-9_1m_wK6xQ",3,"none",0,0,1,1,1,0,0,1,0,0,0,1
"1234","UFVy-8WC7pDzvBUzOvdwzA",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1235","mKNzA_CjO3NXcCn9RphHiw",3.5,"none",0,1,0,1,1,0,0,0,0,0,0,0
"1239","jUxLgiiYKnsM238eUZUqlA",3.5,"beerandwine",0,1,0,1,1,0,0,0,1,0,1,0
"1240","YjmbCvygeMj9dfJp6neQ_A",4.5,"none",0,1,0,1,1,0,0,1,0,0,0,1
"1241","HpRj2Lv27EUQql0POE5sQw",4,"beerandwine",0,1,0,1,1,0,0,1,1,0,1,0
"1245","dYZqJ2S1ND9KghLIKJg71g",3.5,"none",0,0,1,1,1,0,0,0,0,0,1,0
"1246","3Ui-76sC9_fNs2gu8ISAMw",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1247","B3H60GaBic12F4VLBi7-9A",2.5,"none",0,0,0,1,1,0,0,0,0,0,1,0
"1250","-o082vExIs0VVNSuZmiTQA",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1255","oeGABTHjS2EEJg9j7WIHoA",4,"none",0,0,1,1,1,0,0,1,0,0,1,0
"1256","i8hkzA5eiUXgbPjN8vK3rQ",3.5,"fullbar",0,1,1,1,1,0,0,0,1,0,1,0
"1257","y6QP5IrOJ7_FsB51jN2_Jg",4,"fullbar",0,1,1,1,1,1,0,0,1,0,1,0
"1258","iRa-394URsOWGfcFqvm1vw",3,"none",0,1,1,1,1,0,1,1,1,0,0,0
"1259","dQsKVABQ750EIIoqWMSy8A",3,"none",0,0,0,0,1,0,0,0,0,0,0,0
"1263","1kHr1RTkm_J-dfrq-HPBug",3.5,"none",0,1,1,1,1,0,0,0,0,0,0,0
"1264","hVC6E29dg5Rx4ADSxt3kTA",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,0,0
"1266","7NvIgf7XW55OKa5ZU7gw8Q",4,"none",0,1,0,1,1,0,0,1,1,0,1,0
"1267","9SHoWGXsGOCa5hOjBOzPtg",2,"none",0,1,0,1,1,0,0,1,0,0,0,1
"1268","h3BoyKFgStjnBeKO-wLmIg",3.5,"none",0,1,1,1,1,0,0,1,0,0,1,1
"1270","34PMhyoSQHVd4Lr7slzUcA",3,"beerandwine",0,1,1,1,1,0,0,1,0,0,0,0
"1275","jXBNc4tQTR1WtmDb6-GOQg",4,"fullbar",0,1,1,1,1,0,0,0,1,0,1,0
"1278","kbq9QlIprqKpIWXZEXtGSA",3,"none",0,0,1,1,1,0,0,1,1,0,0,1
"1279","AES2bv2pf2jIL5c2qVQ33w",2,"none",0,1,0,1,1,0,1,0,1,0,0,1
"1281","tVThRKf3tqPqgY7fSnVo8g",4,"none",0,1,0,1,1,0,0,0,0,0,1,0
"1283","3nf-a84p8LC41_WAIvJPjg",4,"fullbar",0,1,0,1,1,0,0,1,1,0,1,0
"1286","b9b58YAzTzgOZDREH_cDfw",3,"none",0,1,1,1,1,0,0,0,1,0,0,1
"1292","QMaaLfedGzNhHz6PZKAUkw",2,"none",0,1,1,1,1,0,1,0,0,0,0,0
"1293","gZByUgIJsYIcZCGs--4Zhw",4.5,"none",0,0,1,1,1,0,0,1,0,0,0,1
"1296","8USUyIeN39rurnqCn5cA0w",4.5,"beerandwine",0,1,1,1,1,0,0,1,0,0,1,0
"1300","zxVw9U56heInhfyprhkxIg",3,"none",0,0,1,1,1,0,0,1,0,0,1,1
"1303","THcAGc-Fb8gqmA1V-KvFkw",4.5,"none",0,1,1,1,1,0,0,1,0,0,1,0
"1306","70WDApYtMcLlrnb1EUW6fg",4,"fullbar",0,1,0,1,1,0,0,0,1,0,0,0
"1309","ySBvgchqN-sJmvUQVcTpnw",3,"none",0,1,0,1,1,0,1,1,0,0,0,0
"1314","IghwtXL8ZgK2dEL62Pzhrw",4.5,"none",1,0,0,1,1,0,0,1,1,0,0,0
"1318","E61BFeXifxFdOcq49ZCLRA",3,"fullbar",0,1,0,1,1,0,0,1,0,0,1,0
"1320","XqYmemYJ630xqBaOZDr1pw",4.5,"none",0,1,1,1,1,0,1,0,0,0,1,0
"1321","5qK5rJxwo0cjP3vTf3lkSA",1.5,"none",0,0,0,1,0,0,0,0,0,0,0,0
"1323","Ve6bA_jf9A7EWKXeyWf7PA",3.5,"none",0,0,1,1,1,0,0,1,1,0,1,1
"1326","Rt_M67qJU8x4QGhdYwnkAQ",2.5,"none",0,0,0,1,1,0,0,0,0,0,0,0
"1327","tXZxc-3HcXvj1Z-Tzs4Mkw",3,"fullbar",0,1,1,1,1,0,0,1,0,0,1,0
"1328","zwNLJ2VglfEvGu7DDZjJ4g",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1329","R7-3MCD6_RL_VxN65yCh2Q",4,"none",0,1,0,1,1,0,0,1,1,0,0,1
"1331","YQ--LJ7pvjiDSqNv0TuKTQ",4,"fullbar",0,1,0,1,1,0,0,1,1,0,1,0
"1334","sOXRk5TkFrz3pKzUYF1EEw",2.5,"none",0,0,0,1,1,0,0,0,0,0,0,1
"1335","qjWiqyYCiEUnmb16TlDIyQ",3.5,"fullbar",0,1,1,1,1,0,0,0,1,0,1,1
"1336","TH_Vr8_LCnAXFDUqSkF-HA",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1337","BJwBqOe8poLbpaC3gyj6yQ",2.5,"beerandwine",1,0,1,1,1,0,0,1,0,0,1,1
"1342","58sCCOPM4vS4yQCEwL1pjA",2.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"1343","7KkgMcbVaetryW1wwpzvvA",3.5,"none",0,1,1,1,1,0,0,1,0,0,0,0
"1344","znNyiHZs5TAX64WonjJ4dg",3.5,"none",1,0,1,1,1,0,1,0,0,0,0,0
"1350","u3nwislXMKKwkpHAXAArbQ",3.5,"beerandwine",0,1,0,1,1,0,0,1,1,0,0,0
"1353","qi3JiaD6bzjsE22HFIrpng",3,"none",0,1,0,1,1,0,0,1,0,0,0,0
"1361","Ru09o7KDyRyRX_Le3eHjNQ",3,"none",0,0,1,1,1,0,0,0,0,1,0,0
"1362","qoiUo-7k2ATm0eokxNr8nA",3,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1364","Xg7Gt8vlSPxSypDQQSVsAA",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1366","NhGkSF9UB3hiDKUY9roHBg",3.5,"none",0,1,1,1,1,0,0,0,1,0,1,0
"1367","fXSOxjL7FP_sVew1gXnOIw",3.5,"beerandwine",0,1,0,1,1,0,1,0,0,0,0,0
"1368","-fTO9qRo70bblJmbNxOnag",3.5,"none",0,0,1,0,1,0,0,1,0,0,0,0
"1371","yZE8Vwam62qWB5bO0kvp6w",2,"none",0,0,0,1,1,0,0,0,0,0,1,0
"1372","DiCfRiL3WX-vwkK85qrIjw",3.5,"none",0,1,1,1,1,0,0,0,1,0,0,1
"1380","bCrMHwCLZzyKsAUOiAL0OA",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1385","hgo0jDweUcHMHqNDnQQm9A",3.5,"fullbar",0,1,1,1,1,0,0,0,1,0,1,0
"1386","SV8y4bp5HmgURzvUC2Rs9w",3.5,"none",0,1,1,1,1,0,1,1,1,0,1,1
"1388","u_8cVZyxh0J468zEZUjNDQ",4,"beerandwine",0,1,0,1,1,0,1,0,1,0,0,0
"1389","-kHQWsdlHfASvHCj59dzGA",2,"none",0,0,0,1,1,0,1,1,0,0,0,0
"1390","J7KlrDFrriWoRkIUVNRPbg",3,"beerandwine",0,1,0,1,1,0,0,1,0,0,0,0
"1391","xlXwxfiUD4bgJFKUYwkzOg",4,"fullbar",0,1,1,1,0,0,0,0,1,0,1,0
"1392","h84tU6REsM1VzyUCP0Ss7Q",3,"none",0,0,1,1,1,0,0,1,0,0,1,0
"1393","DTvcpHf2gGKgSujUVXA7sA",3,"none",0,1,1,1,1,0,0,1,0,0,1,0
"1394","5ts_r4K6y103zNXt0k6nEg",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1395","hvuKpdYWyoFm6abwfQiipQ",2.5,"none",0,0,0,1,1,0,0,0,0,0,1,1
"1397","u_yEzg8t42Yd8qT2yV7OrA",2.5,"none",0,1,1,1,1,0,0,1,0,0,0,0
"1398","5KWJZHhG88echvquDBu4iw",3.5,"fullbar",0,0,1,1,1,0,0,0,0,0,1,0
"1400","pG90UZcF21ZYvXQbDdkkLg",3.5,"fullbar",0,0,1,1,1,0,0,1,0,0,1,0
"1403","Pm6f790F7DLgNRF4Ormszg",4,"none",0,0,0,0,1,0,0,0,0,1,1,0
"1405","TH34Fsp9fkARGhKa6u3qrQ",3,"none",0,1,1,1,1,0,1,1,1,0,0,0
"1411","vhKUBKcOm8zOLxeS3XM9iA",3,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1414","pi1UM_U1hq-DwDYqQRK1Wg",3,"none",0,0,1,1,1,0,0,0,0,0,0,0
"1416","j4Ms51MtI4arORwaICNfCw",3,"none",0,1,0,1,1,0,0,0,1,0,1,1
"1418","0eZHVYDyACtVVOIgoBlV3g",3.5,"none",0,1,1,1,1,0,0,1,0,0,1,0
"1422","nMV7Sn15I87tDlHJiSE92A",3.5,"fullbar",0,1,1,1,1,0,0,0,0,0,1,1
"1425","ROeCBwuy5lfHUo8v0SMwSg",4,"none",0,1,1,1,1,0,0,1,0,0,1,0
"1426","o8xPa5jrETlJwaqkdSeUdw",2.5,"none",0,1,1,1,1,0,0,0,0,0,0,0
"1427","U21YaTK4PVlfNHQSyBkJUg",4,"beerandwine",0,1,1,1,1,0,0,1,1,0,0,0
"1436","2ivGlp_mVzwFaPjatAERXg",2.5,"none",1,0,1,1,1,0,1,0,0,0,0,0
"1439","0dr1FgqQSEMbaTu9SDqiIg",3.5,"none",0,1,1,1,1,0,0,1,1,0,0,1
"1441","gofm05Jo-OYqjlxuD5BBDw",4,"none",0,0,1,1,1,0,0,1,0,0,1,1
"1442","P28agvrsm3OARbV3tFQbUg",4,"none",0,1,1,1,1,0,0,0,1,0,0,1
"1444","OM31QC8tyTOXZgK0FDz_hw",3,"none",0,0,1,1,1,0,0,0,0,0,0,0
"1445","EVbEdWYLE9GDpVG97MGw-w",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,1
"1446","MhnihE0alud0ereVInSt8Q",3,"none",1,0,1,1,1,0,0,1,1,0,1,1
"1448","jBKJMUcMuBmHqe5_U7GQ0Q",3,"fullbar",0,1,0,1,1,0,0,1,1,0,1,0
"1450","1nqfF7z_bAnODz7cJ-uekA",3,"beerandwine",0,0,0,1,1,0,0,1,0,0,0,0
"1457","h0Wmyzb8q0bXbrqmWqVvfQ",4,"beerandwine",0,1,0,1,1,0,0,1,0,0,0,0
"1458","b7Y4dIggAacPum1tF3NpKg",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,1
"1459","i3tQsfpdKoXttqp4CFLA-Q",2,"none",1,0,1,1,1,0,1,0,0,0,1,0
"1461","pzy9xWQqsDxVU6j9MktRJg",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1462","6tTv835MSguUBDpDtVRvMA",4,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"1468","25PEf9-e8_7phdV7JjOHhA",3,"none",0,1,1,1,1,0,0,1,1,0,0,0
"1469","0qOI8lOZvvhrbtxqjaBQMg",4,"none",0,0,1,1,1,0,0,1,1,0,0,0
"1470","si0aURvXxdwP04oJqkr_zA",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1471","FcYAwxuOys7NtnUPhRkA_Q",3.5,"beerandwine",0,1,1,1,1,0,0,1,0,0,0,1
"1473","1Yk-GnszDT9g1E1jnD1sIw",3.5,"none",0,1,1,1,1,0,1,1,0,0,1,0
"1475","KljAJzE4WuV1ay503jjP6w",2,"none",0,0,0,1,0,0,0,0,0,0,0,1
"1477","19f_Hyq38r6ycACRw-JG6w",4,"none",0,0,0,1,1,0,0,0,0,1,0,0
"1478","Lku_keJf44D0LxbRAIZOcg",3.5,"none",0,1,1,1,0,0,0,1,0,0,0,1
"1481","S-oIZWzHhTRF3iqqQMvYoA",4,"none",0,1,1,1,1,0,0,1,1,0,0,0
"1483","cZf3Cosu-Aw3D3uVtY9quA",3.5,"none",0,0,1,1,1,0,0,1,0,0,0,0
"1486","a0Jm-rlHOKk_1fm4hzxskg",4,"fullbar",0,1,0,1,1,0,0,1,1,0,0,0
"1487","NrokuoWJAy_VbMprivfAIA",3.5,"none",1,0,1,1,1,0,0,0,1,0,1,1
"1488","fc4Kr69aeUQ3ItOlbewfCg",2,"none",0,0,1,1,1,0,0,0,0,0,0,1
"1489","rbywwnfMjFjJwLQkgpdIEw",4.5,"none",1,0,1,1,1,0,0,1,0,0,1,0
"1494","Lfo8OEUIcswnMLIAXpFWYg",3,"none",1,0,1,1,1,0,0,1,1,0,0,1
"1495","KuZJcLIe3r0zO0x5TlmsKw",3,"none",0,1,1,1,1,0,1,0,0,0,0,0
"1496","02E9r4BQzVrA76Bf7G-KMw",4,"fullbar",0,1,1,1,1,0,1,0,0,0,0,0
"1498","dJF4C707KVhFx1qcRJhlEA",4.5,"none",0,1,1,1,1,0,0,1,0,0,0,0
"1499","MtxfrJwF-OTvJGyWV1PfzQ",4,"beerandwine",1,0,1,1,1,0,0,0,0,0,0,0
"1501","333W59XcrXZsJlnBAAx5mQ",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1502","sPd3E7lFzd_yooiq-ekxtQ",2.5,"fullbar",0,1,1,1,1,0,0,0,1,0,1,0
"1503","5VXlHFrYZZzj7zfZEsz5nQ",3,"fullbar",0,1,0,1,1,0,0,1,1,0,0,0
"1505","v1vcs-uSAQcjTFsHxS1dug",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1506","lyTIuSgPdyRMx3l7xPzl3A",3.5,"fullbar",0,0,1,1,1,0,0,0,0,1,1,0
"1511","JqMjfqxTffrHMabizYbVPA",2.5,"none",0,0,1,1,1,0,0,1,0,0,1,0
"1514","MQEpDvkdL39hh1N0We3Vaw",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1515","U9aA5H13y7t9xWnoQslV0Q",2.5,"fullbar",0,0,0,1,1,0,0,1,1,0,1,0
"1517","ewhYqXL8jLrNpwQGnGIhyw",4,"none",1,1,1,1,1,0,0,1,0,0,1,0
"1518","uZ0C261kg1YgvTMTEmIL0Q",4,"none",1,0,0,0,1,0,0,1,1,0,0,0
"1520","FTo64sohiSRBRM9e9NzeAQ",3.5,"beerandwine",0,1,1,1,1,0,0,1,0,0,0,0
"1521","cbOsasex5EmQEy554-Fz0Q",2,"none",0,0,0,1,1,0,0,0,0,1,0,0
"1522","_Kd0kQ8RF70hJ1ykLqCRyQ",3.5,"none",0,1,0,1,1,0,0,1,1,0,0,0
"1523","kbTAyySlUZrTAr0nJOjiUw",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1524","CVECSCW-7zDzjpIPxsew4g",4.5,"none",0,1,0,1,1,0,0,1,1,0,1,0
"1533","sHPrepHE7L4sV5Dd3SovSg",2.5,"beerandwine",0,0,0,1,1,0,0,0,0,0,0,0
"1537","iIjVO7cLD1UEmIO7G05Ujw",4,"fullbar",0,1,0,1,1,0,0,1,1,0,0,0
"1538","MXI3o5dhAV5LA-N9WIABOA",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1540","vw6WWSFqJmeeQr-MUpAMUg",3,"none",0,0,0,1,1,0,1,1,0,0,1,0
"1541","xRhO5lLaKbxG0IRHwYIc5w",2.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"1546","fasduK6l1bu2ngRSLDNkIw",4,"none",0,1,1,1,1,0,0,1,0,0,0,0
"1551","fmVKBldrSIgFPKigYcu1Uw",3.5,"none",0,1,0,1,1,0,0,1,1,0,1,1
"1555","HpK1ILGUm5W129toiRSsXw",4,"none",0,1,1,1,1,0,0,1,1,0,1,0
"1558","bOwvJUb8A9MekXsK_SrftQ",2,"none",0,0,1,1,1,0,0,0,0,0,0,1
"1559","wA2xaBsT8d2opW_jYe1XLA",4,"none",0,0,0,1,1,0,0,1,0,0,0,0
"1564","bU8LfqCBOgSgGrpXTYAVfA",4,"none",0,1,1,1,1,0,0,0,0,0,0,0
"1566","LTF14u6dfIyJQ41P-FooiA",4,"none",0,0,1,1,1,0,0,1,0,0,0,1
"1571","Z5eukYH32_nFljOTC2DJ0g",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1572","aHVhlCvmlNnnPf-LgclNNA",3.5,"fullbar",0,1,0,1,1,0,0,0,1,0,0,0
"1577","qsdHK1eQtXmAJNdVJxiC3w",3,"none",0,1,0,1,1,0,0,0,1,0,0,1
"1581","GrwvBAEALujIOPQeOfN1vA",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,1
"1582","T-KniGykrZ46ZC9plOTspw",4.5,"beerandwine",0,1,1,1,1,0,0,1,0,1,0,0
"1588","-uRn5Hf1uo4vf3UTtOvIfA",3.5,"none",0,1,1,1,1,0,1,0,0,0,1,0
"1589","7N3MyhBXZxT7vK9bvH0lfg",2.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,1
"1591","Hu4982iLVNhBy3HI3s_22g",3.5,"none",0,0,1,1,1,0,0,0,0,0,0,0
"1592","wp6mYtftUQASEJcBXp2nVw",4,"beerandwine",0,0,1,1,1,0,0,0,0,0,1,0
"1593","wpJcD0Qv-q4ShVJYH0hMLw",3,"none",1,0,1,1,1,0,0,1,0,0,0,1
"1597","DYnFGGYU3SkrKT_G4djpYQ",3.5,"beerandwine",0,1,1,1,1,0,0,1,0,0,1,0
"1598","lpD3xIYuVaQA8xRSlKwn-Q",3,"fullbar",0,1,1,1,1,0,0,0,1,0,1,0
"1600","8OaXvfag7E7oznV4rVb7vg",4.5,"none",0,1,1,1,1,0,0,1,0,0,1,0
"1601","k2b3niokS_tosjah_rzCPw",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1604","vf-OLMuP-EB1vlqVGUx4CQ",3,"fullbar",0,1,1,1,1,0,0,0,0,0,1,0
"1605","yBxzqKXHhvNVaFnEOd4f7Q",4,"none",1,0,1,1,1,0,0,1,0,0,0,0
"1608","rMVi-Vn_mN_X9J1ZSl1lWA",3,"none",0,1,1,1,1,0,0,1,1,0,0,0
"1609","Nf1ZtgHwg0Mu5lOaJYgDGQ",3.5,"none",1,0,1,1,1,0,0,1,0,0,1,0
"1610","xFSCaBlcnDXSGFPUtYtuXA",2.5,"beerandwine",0,1,1,1,1,0,0,1,0,0,1,0
"1613","VO-p1uczeMbzH8bEAv-RgA",3,"fullbar",0,1,1,1,1,0,0,1,0,0,1,0
"1614","5WtKBzHv1mL2-w1wcz3kpw",3,"none",0,1,1,1,1,0,0,1,1,0,1,0
"1616","iK9F_Xeg8ut9u2Ee1nVxlg",3.5,"beerandwine",1,0,1,1,1,0,0,1,0,0,1,0
"1617","eznFPTK8qoFLfDr_FZhBpg",3.5,"none",1,0,1,1,1,0,0,1,0,0,0,1
"1618","Z2zynjhj6umPoHwLVfyOkw",3.5,"fullbar",0,1,1,1,1,0,0,1,0,0,1,0
"1619","GleKsaGVEkr8iq-x3mXWog",3,"none",0,0,1,1,1,0,0,0,0,0,0,1
"1623","PTDMAKBZze2QpZPc8mQD0w",2,"none",0,0,1,1,1,0,0,1,1,0,0,1
"1627","IpH4Ngf30TLTBljWvOOt7A",3,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1628","N8uKQ5Vdb1LAh-qXT_25Rg",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,1
"1629","YGBSiJQuQihb8bqa1vFcng",2,"none",0,0,0,1,1,0,0,0,0,0,0,0
"1630","wC-wLFVCIjXArsrMuUJdYQ",4,"beerandwine",0,1,0,1,1,0,0,1,0,0,0,1
"1631","z_RTK0MaxaRHRQ99hDL2QA",4,"none",0,1,1,1,1,0,0,1,0,0,0,0
"1632","2-_HV0XUYK64OylB5J4i6A",4,"beerandwine",0,1,1,1,1,0,0,1,1,0,0,0
"1633","baIT89GubjGJV1mpn82Eeg",4.5,"none",1,0,0,0,1,0,0,1,0,0,0,0
"1634","URwrgfuyfpVqgnKwkawlHw",4.5,"none",1,0,1,1,1,0,1,1,0,0,1,0
"1635","j-SSlq3__BQr3H7lAyVvkw",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"1643","CtZ3HujCLTChyoad_L-nHA",3.5,"beerandwine",0,0,1,1,1,0,0,1,1,0,1,0
"1646","BGGR5ekPK6YqMRHgYNJGsw",3,"fullbar",0,1,1,1,1,0,0,0,1,0,1,0
"1647","svPjZWp4Pa32fwI2gNlxJg",3.5,"fullbar",0,1,0,1,1,0,0,1,0,0,1,0
"1650","KsvJoqJ4aRqv0XYoNdbXXw",2.5,"beerandwine",0,0,1,1,1,0,0,0,0,0,1,1
"1651","QCZwZLYHkTyYQDr6jdjKjA",3.5,"beerandwine",0,0,1,1,1,0,0,0,1,0,1,1
"1663","_IAxXD30S4ODGh92m8tLJw",3.5,"none",0,1,1,1,1,0,1,1,1,0,1,0
"1665","LLGGe9k7NTVy1Z2wH1_Uew",3.5,"none",0,1,1,1,1,0,0,0,1,0,1,1
"1666","v61dL5IvtgMwYBDNopvPYw",3,"none",0,1,1,1,1,0,0,1,1,0,0,1
"1667","3aJqrnY4u86F5-Fn_vAy-g",3,"beerandwine",1,0,1,1,1,0,0,0,0,1,1,1
"1670","D2mh7UebiiWJ1YYPLuXsyQ",3,"none",0,0,0,1,1,0,0,1,0,0,0,1
"1673","iiVeHbqOWMuKeUQz7ks71A",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,1
"1679","OzcvQqt_copeLRCT2OHrfA",3.5,"none",0,0,1,1,1,0,1,0,1,0,0,0
"1680","360rdTo6CDmpsFyUK-g0Og",3.5,"none",0,1,1,1,1,0,0,0,1,0,1,1
"1682","LbeJgPgKKHw5qH0f02NHEQ",4,"fullbar",0,1,1,1,1,0,0,1,0,0,1,1
"1683","daqYMX3Y4QR8xl-BUlYBPw",4,"none",0,1,1,1,1,0,0,1,0,0,1,0
"1684","QDRFdG8gPPKL7r4yic8j7Q",3.5,"none",0,1,1,1,1,0,0,1,1,0,1,0
"1688","tNP02RaH2XAMs91fj8d-og",3,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1689","nzbQXU2x7O8oucKGthUT3g",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1696","e4iYJVyoUAKlitSnxjgwbg",3.5,"none",0,0,0,1,1,0,0,0,0,0,1,0
"1697","2LVuwl-eH-8PYikyFmqcTQ",2.5,"fullbar",1,0,1,1,0,0,1,0,0,0,1,1
"1698","XX5DlErcTQ8qNb_seI_oBw",3,"none",0,0,0,1,1,0,0,0,0,0,0,0
"1700","kh3TssJEjg9_ACJvom5RzQ",2.5,"none",0,0,0,1,1,0,0,0,0,0,0,1
"1702","kxzS-zh5nUNvBzYz2Q47pg",3.5,"fullbar",0,1,1,1,1,0,0,0,1,0,1,0
"1705","pwcxRdU_8xUVfhKlXsDHyg",3.5,"none",0,1,1,1,1,0,0,0,0,0,1,0
"1709","L-Go77QiXmXsYt9dYULPww",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1714","g-ftCJsLjDZgYzrjUf7gng",3.5,"none",0,0,0,1,1,0,0,0,0,0,1,0
"1715","BIbjBxoiJLS8CnNsSP64TQ",1.5,"none",0,0,0,1,1,0,0,1,0,0,0,0
"1718","0M7rIhQLKD-j2XSnKgt2ng",2,"none",0,0,0,1,1,0,0,1,0,0,0,0
"1719","kiU9C58n7dgygdrpjOQXMQ",4,"none",0,1,1,1,1,0,0,1,0,0,0,0
"1721","ESd5nHXftmJ6s6Phxf8zYw",3,"none",0,0,1,1,1,0,0,1,1,0,0,0
"1723","xUvgrDdKhcmaP6Zv0ssb6A",3.5,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1726","zDQZZZhb8VOk8EaoN3HeTA",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1729","-zhywnaBiGRNcr6kbDagBQ",4.5,"none",0,0,1,1,1,0,0,1,0,1,0,0
"1730","6J89kFOcOOX1tuphLc93DA",4.5,"fullbar",0,0,1,1,1,0,0,0,0,0,1,0
"1731","2dUXkonsAdoXKAalTnmlig",4,"none",1,0,1,1,1,0,0,1,0,0,0,0
"1732","6nRbHreAZzP_RDqUyD1FPg",3,"beerandwine",0,1,1,1,1,0,0,1,0,0,0,1
"1736","0fkjHTNaMCT4FjZqaa4euA",3,"none",1,0,1,1,1,0,0,1,0,0,1,1
"1737","YcBwAXYRqitWrDuvPEaWew",3,"none",0,0,0,1,1,0,0,0,0,0,0,0
"1741","Sovgwq-E-n6wLqNh3X_rXg",4,"fullbar",0,1,1,1,1,0,0,1,1,0,1,0
"1745","fyFmamI9xY0_OOgH6tO3pg",4,"none",0,1,1,1,1,0,0,0,0,1,0,0
"1746","bShvndep-EC8qToFXM5ouw",3.5,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,1
"1752","hTSIT3puu8m8-kOZYS4Zdg",3.5,"none",0,1,1,1,1,0,0,1,1,0,0,0
"1753","vW1P-SytRsF20a3ka9mBtw",4,"none",0,0,1,1,1,0,0,0,0,0,1,0
"1755","nl2nsBi9U3sW1R34nF0s0Q",4,"none",0,1,1,1,1,0,0,1,0,0,1,0
"1757","rrysQBMgpCqhDZuM34vvwg",4.5,"none",0,1,1,1,1,0,0,0,1,0,0,1
"1759","mcXRNuN1MsgXYt8B2MWz2Q",2,"none",0,0,1,1,1,0,0,0,0,0,1,0
"1761","rv9T1qGHbh9eXqFpKEPy_A",3.5,"fullbar",0,1,0,1,1,0,0,1,0,0,0,0
"1762","ryCpLx4jaTkkkaGXg5jvBQ",2.5,"none",0,0,0,1,0,0,0,0,0,0,1,1
"1763","R7LyTeiOHLyTNkA8HssBRQ",4,"none",0,1,1,1,1,0,0,1,1,0,1,0
"1765","xmeEyBVC5zN-FCX5qZviIQ",3,"none",1,0,0,1,1,0,0,0,1,0,0,1
"1766","PepLYiTk-2j6Nb8JFVT9gQ",2,"none",0,0,1,1,1,0,0,0,0,0,0,1
"1767","pdy6EAcJvZks1hKogxOj6Q",4,"none",0,1,1,1,1,0,0,1,0,0,1,1
"1771","fJmg_GwsLMXXS26zKTITiQ",3,"beerandwine",0,1,0,1,1,0,0,0,0,0,1,0
"1777","i17-RGooGWIad0y5YtaBtQ",4,"none",0,1,1,1,1,0,0,1,1,0,0,1
"1783","HV_TRGJdMurmJkqkdRGaww",4,"beerandwine",0,1,1,1,1,0,0,1,1,0,1,0
"1784","eicZdoUohtKsmB0KChbPxg",4.5,"fullbar",0,1,1,1,1,1,0,0,0,1,1,0
