rn,total_checkins
oZfNL6ZFdITqfwJzcE-LyA,4.0
MVLZqbw6vOkCjFApRBlSfQ,1.0
2jx_SaBzvIdIwul4JoY9IA,55.0
QyfX-6jFfINH1MuXS8R6ZA,1.0
zibTVHwQMACJCP5pjRUupQ,1.0
Z4xN2eedRYHELXcQEg0c1Q,50.0
euL4wrPoczkOBkS93pxv5A,294.0
dHTGzM4_3kKEiQvab9mi9A,90.0
5rZxENz57t-SDv1tIS8lOg,8.0
QjgcO46oKDixhFYpmPL38g,1.0
mXYVVcDVxifAFU9oXQ3mXg,2.0
0AJF-USLN6K5T4caooDdjw,964.0
ZDdEtIFhLsoydDvB8joYrA,0.0
yQ8BbqjcdNmmcWMJTOYmvQ,1081.0
0qOI8lOZvvhrbtxqjaBQMg,665.0
c-XMctLK6QAy1NjLSkcLRA,0.0
WAb6ox5RrBtF7m5Cb6p56Q,119.0
P28agvrsm3OARbV3tFQbUg,51.0
15mZTt8yz8iH11fZ943FxA,22.0
MXI3o5dhAV5LA-N9WIABOA,232.0
q1R2R9i3TkH94x-CwP-l4w,247.0
hgo0jDweUcHMHqNDnQQm9A,358.0
cm5pya6toFXn6sJT4FVGyg,27.0
_ZwDLtBopUHb6F2mIPFUJg,1369.0
bCrMHwCLZzyKsAUOiAL0OA,266.0
zNm3C496tg-jcrvG5khRUg,44.0
6MEKzqX4uuxBTqavZKdc4g,3.0
LVyoW7-2XMnb1avqWNZ3yw,243.0
UMDYX0_C9TWxkANMoXBxGg,12.0
xedxfb3rfEmXDE0BczcCBA,1824.0
yQXnr78QZh4KUhgFw_cevQ,674.0
emtAyZPvp_0b40levOzcnA,138.0
8vnQAJ3zzI-iX_d0SI7BUA,5.0
HTlsBAd9j1wlWDHxnYczBw,386.0
rv9T1qGHbh9eXqFpKEPy_A,71.0
s6oqPVuLpDRoKnrfFdRIxQ,86.0
BUVgOVIeyipLxHdoDtBIoA,112.0
9MJDPVeLqAWLqdWF4Heqvg,81.0
8ci0d-HKFK8MgHrf8kPF8g,20.0
QMaaLfedGzNhHz6PZKAUkw,156.0
Net_BZG7t8JRLjXxNtvyNg,1411.0
Xwf022IffmZPq6V25iomDg,1414.0
xUvgrDdKhcmaP6Zv0ssb6A,366.0
j-SSlq3__BQr3H7lAyVvkw,430.0
YalmY--dRI7hWdKutyyrlA,169.0
IvbVnHO2Y5w4b61rJ5xHaQ,526.0
cbbidA4huw2XQQWlmbUQgw,13.0
l9B72QwKjUhEA-pLumCa5w,110.0
P6c0lV9DeJ6ofntpTWyqhA,337.0
gMJRFH_zFh_UrQeU5KHvng,0.0
44zSIjPU09F2UBYUn_KZ3Q,109.0
ogcWPQvYDGlCHLkGOBjv4A,1.0
6ylM5QEoE24BR83RtuKHNg,0.0
ZrucPqD_AGAZM53BwtsdTw,2.0
d6CDmV1xLFN_Jd9o_rZrKg,3.0
nHqpvwq0PDMD5FOFFqB7OQ,24.0
9Z_6rRy7Tl_C6HIgm7y6FA,50.0
5ts_r4K6y103zNXt0k6nEg,421.0
emDKRy7zU0pqISwM71wbKQ,4.0
wsyNO9Ac4gqGYTBfNeM1VA,256.0
xVP6vpI-LGJ4Y61gIb4LQA,20.0
pt7p4klGicvPZe04mhhVGQ,18.0
0J-QM0fIxBNNiSK_n19y9g,16.0
FTA0Gt1BQbuA0OPEfV1R6w,25.0
SvtGJU29odIWDEQUjjV64g,462.0
IMu-TDHot24Y0X7ESLxHyA,372.0
Cz8J779gdOi3OARVwOUXRA,934.0
HumV0E5AE0MmyusDpd0b7w,29.0
p-MmlS4oF-YoPFM1crJ21A,1.0
eKEGG0UNGwd8AKdEo30t6g,422.0
nc7YTLSXEWPG4Q0WlI5iPQ,351.0
zDQZZZhb8VOk8EaoN3HeTA,158.0
bShvndep-EC8qToFXM5ouw,115.0
oXIYs7rxT-bdgpeYzBfrzA,270.0
CZJkmKb9ILiToD8Dhct_UQ,1.0
cC4_BKJARFbGu0I25K_Sww,282.0
5KFXU_1XOmuCs0IuA2lTeQ,2.0
zwNLJ2VglfEvGu7DDZjJ4g,552.0
fc4Kr69aeUQ3ItOlbewfCg,0.0
s41EVJ9u62IBi9LZz313cw,72.0
tbMAjldMYhvDUS2gG5Fdxw,101.0
Mkz16U3y232nbwoB94myTw,547.0
Jzz-ZLXsd2ClSn6UyFcbpw,195.0
O2SQOSkXLsWTSQtKmo7nGQ,0.0
RSEWEofaXj5W29C-WuFq4Q,0.0
67Dl9MQcSUNU0OqgsaFs_w,714.0
baIT89GubjGJV1mpn82Eeg,8.0
T30RkAqYAtljfapSghHA1Q,0.0
uZ0C261kg1YgvTMTEmIL0Q,255.0
3G_wGIblXDNRYg4xIe9VZA,0.0
Gy_XiWqkJM8JMaKk_sgXOw,149.0
WEpu2goj7QggSgL_nP2EMg,41.0
sS__otwzn0INyR_5Dimfdg,135.0
GGecutXeoEVlYKoxVo2WPA,280.0
jyZqmlaziZKtPv8AVTzciw,58.0
rNNVuA-xq1SVEQaLzrK4bw,89.0
Ae5S7cr7TlRUMLOa6E6f0A,221.0
zxVw9U56heInhfyprhkxIg,30.0
079CV1EE5WLdQqVEVYFeHQ,152.0
xZhNZb01n9b4e2X7bZdoVQ,1265.0
p4YvOzp42g3JzlXJny8F0g,268.0
Lfo8OEUIcswnMLIAXpFWYg,12.0
rCJ6qFo_liwGPzbupkLhhQ,259.0
-jKhfsXol4FxbRjK8aUsLA,5.0
eznFPTK8qoFLfDr_FZhBpg,22.0
nl9obkTn1W9-NzjGCEMbPA,1.0
_3zIKo5WoLAd3dl7RcioTQ,680.0
pM1XQqVX-oudcm4nnvvQfA,4.0
sgyc0SN3pWJWTYc9w-PVmQ,1.0
Qk36E2wRexicmtcUrEyWsQ,104.0
AUFFJBCh6spwBFJI6SnITg,8.0
FoKx_RP4kUM-aiGo3wlUUw,873.0
ze6VwIX5s3ut4n90xCKY2Q,0.0
z6ttWFTaktvILeMYGNZPtw,0.0
XRtelzecxvhGtG4h7Xdxsw,3.0
8oVyhkGvcFd_pXwvxOzOxQ,9.0
ZB6Tvc8rhTbWvniKRpe9Fg,112.0
XWafv9_J7TUOO4PbEcIFJA,7.0
ePkouyI6uFc9ifEzvxD4jw,4.0
-uYAkAplo7a4WM7c6lDrWQ,120.0
-zRDLAmg2h9uKpNY0OYdVQ,8.0
9zclqTtkncm_ayNJ58iJbg,31.0
-kHQWsdlHfASvHCj59dzGA,17.0
CGgUHkAKU0QBsdGvXxfMuw,7.0
URwrgfuyfpVqgnKwkawlHw,88.0
oVdcOfPFUHae6vRnAEzFFg,0.0
zwmps5SXn30g-f5wqg_r9A,233.0
1rbb8ntTOpSolQv60CGcsQ,29.0
nsEO3MRzYLKfgtID7gvArw,141.0
n62dcL1e8BQA1_kUEYrldQ,123.0
LQ-gMAQLbPVxjrBYCJ1ApQ,26.0
GbLdYTOMHqaCLDTSlgC1lw,0.0
atLCqV8RGezSxgLzcM9HaQ,46.0
8IblwilNlenDVwBbEzQEVg,24.0
a_ai1uMhAqQSYaO_QNmnSw,159.0
trsKoo2b9-nMcXCKn8dlfQ,75.0
aVKBmuvdDmEOgOfqaSF_xA,25.0
DU2btqXJkYR1_V3ix_bb2g,1.0
P0k48-YlKuxskB7ys2Ir0A,9.0
Y92gs-2nwUuioEdtkrOfdw,20.0
KMwv6qK14VZvC-We6l9LCg,27.0
8jWuRoHUFCXPdGVIYHTg5g,1.0
RZjCS8U_UuZaAmo5YawkOg,3.0
Nt0ILbydRyDbE3BPRZCrew,0.0
O00LTi6SV8vCVND_8k1YVw,9.0
6nRbHreAZzP_RDqUyD1FPg,50.0
bc-ODWDxA-CViK8Sho8-Og,13.0
YKImxc9VimLbDl2sQN1BBQ,96.0
pdy6EAcJvZks1hKogxOj6Q,77.0
vNwj8u1KbnKPQFMTd3TDWw,231.0
2p346MdyPISpZ2k-h0GSqg,1.0
vMh4madPU3qhNX7P7d8WGA,1.0
ivUQ3POcIceOW0S4tng5Aw,0.0
EC7NrIHKk6i3US_XJlDWDA,1020.0
ZgglKZaiIPcSUmtGaJoRag,2.0
rOs43_IYn3STyx3UCmlfXQ,26.0
755TvTVJq5Qr38ny9fN7uQ,1264.0
8Tes8QqrvginmtCeddlGMw,0.0
jqAdZf9PJo8lsRskc6T1Sw,1130.0
SPDEoJHYJ80vihu0UhGKfQ,3563.0
qdtfcYMROGZVvYcE9F23yg,213.0
znNyiHZs5TAX64WonjJ4dg,456.0
5pMNyj77S1P3rrT69y1pkQ,1623.0
-o082vExIs0VVNSuZmiTQA,1444.0
fC367v5P1BRSo0DgnpQmJQ,415.0
RmTjXHc2wF645_XlCo2ofw,544.0
3mFBCl1ZuSiMFUWjgCbM4g,2.0
OXyPh_Jm159lwMlebtDeeg,94.0
uanXiHUBGq-6e6n5XwhzhA,191.0
BHMqFvtguSDrZLQPtjZSuA,1135.0
hlDcfzRGfmSmL5LpYcRqKA,206.0
0kag5JGemji05P3oxx4lpg,194.0
5idlmsT1O86_ywGJtqot5w,69.0
kxUo6kQvQVgjIfpbi8hv9g,9.0
PPT6IlArP1ie4rO4haesDw,0.0
uLL2uKqYnPAFwBw11LzDUQ,117.0
0X4D58d_nShvVeN5FeYiHA,0.0
mKf7pIkOYpEhJTqjw4_Fxg,22.0
fQclKmk5G2_g98cDNPvj0g,51.0
VO-p1uczeMbzH8bEAv-RgA,295.0
G7Ull-QUaNXyPwtEErHZ8g,87.0
6C_8Mh4lmLc_QEs3hHleBg,364.0
sKWZ_tAOVMZoC4Qk8_Bd4A,217.0
Nf1ZtgHwg0Mu5lOaJYgDGQ,612.0
EVbEdWYLE9GDpVG97MGw-w,918.0
FtLibezRe7HsT13BLpR-Dg,120.0
3K-niBF_GCeMRrYI9RlT5w,804.0
mKRKhFuJX4nhJykUvZO8hQ,26.0
Vrwc9RPievPfQl4VCReXow,0.0
wd-pzPYNehT6QTsc1qr7pA,315.0
dEq4Yj50tWOSzxqXloahsw,139.0
_V4I3DfzYbIHL77XDaVM-Q,3.0
FOAAgwfA_1sLoSBB1RcJrw,4.0
0ebavvJVXAzKKQ8C9cOt6g,23.0
4z2evNWOBm7b4-7Td0392A,475.0
o56LV-WnalGB0URVvoOh4A,3.0
M9fOuiesoUSaouOqNQ3U2w,205.0
tIauOelAC3BZk_xhMoDBUg,507.0
b65Ugu0VDKDNbLq7sW9RDQ,224.0
s_LBvWoe1Vsfhw3vdmiLuw,3.0
X1qMAbIJBS1D_tVKoWEUFA,32.0
WyeENX8AdrERdFZtVy7uzQ,37.0
4cyhLsjKxhC0x5AjYjZBDw,47.0
wkzWdo1mBqbzR2KPoXtWZw,64.0
7cpPo_fb1TYJ-yoNJGs-kQ,4.0
UGV4Q5CWpKXiWIXaYHrGVw,0.0
65IpGk7kDCsAbphNtQJJRw,47.0
mKmmHENEmK2pVi-4H67mIw,17.0
TRrPVzJ0kJVm-11rYO9faw,10.0
JCmnEGCE5GPQeseGDWOqeQ,0.0
Jtj8qgXzuWKjO2DYIn45dw,46.0
FwuSvfRx_xkWV61VnCy9ug,104.0
scAvBxHq65LO4yshRxDAxQ,0.0
49zLq8sdJsmOM2j5Ojp6sA,107.0
cI7k9zqs_pl3byUDE4cpdA,221.0
OE6y1kddCOo9iQc7RTjTow,0.0
50NTSGbZ3pN5643_K1IReA,658.0
jS3U9iEGnJY7j5oT9iDN7A,415.0
z4K95Y4P5nMrtJiDtXWDYA,346.0
a2NSxkmX0_eqvdwJ2rjPVg,404.0
ropJyZdmv6NeDU2Vz1I_Hg,210.0
nzbQXU2x7O8oucKGthUT3g,385.0
y1VInN5m3RbHU59kiQbmxA,390.0
qDbVUkKMLtRqSDcKgLTx1A,91.0
RScKS72p6_AykRRwZOxqog,0.0
6--gCQ9zYrIMW-VsOM7XdQ,8.0
hVC6E29dg5Rx4ADSxt3kTA,140.0
LKTx0oPOrn_81n6DJpNk5g,17.0
I1Yy-kkooGD2F0ZQxD8-Yw,494.0
aQojV_Rap30A1SB7x31XCQ,0.0
YGaowC1J4GfkQYyYLYWnQQ,0.0
TH_Vr8_LCnAXFDUqSkF-HA,331.0
V2nl8PxQmMD_ecLpjD2sUw,3.0
xceERetY6Q9Pu_BQ32xpeA,118.0
1ePxLE7eU4kRoags_ytAAg,146.0
kxzS-zh5nUNvBzYz2Q47pg,371.0
nBwOIq5KI-zmxp061dTmgw,145.0
1Tj0HSSnPgHOj1alfcoXlQ,664.0
gIno_cXhvn6Om14D0I2vHg,312.0
eZQbDYQTZk0_cBroVxnPWg,126.0
HpRj2Lv27EUQql0POE5sQw,152.0
MbAsfN3wwV22K7GZsgcBqA,367.0
4NpySSkznGaRVye30Pvdzg,49.0
oYfzCy8kUkALFa28og_OsQ,608.0
6a-em_nn7IY-yQV_znkUyg,3.0
PQWE8a6Opjiuzt7DaX2R6Q,1139.0
YaEPtPnEqh3WSsGq7cL44Q,45.0
pk8WK6rThM5mDmcILGRh9g,69.0
JdbYyxufvaU6uwmNg0EqhQ,0.0
xRUQHWCscNqWQzzfO9qN3A,17.0
SgPfkKWoG-23WMWQCT8ymg,80.0
ZQ-7uFQk21NHoOzJfhEjBw,1014.0
g-Q3rLkyGT-TtiRgE-PvgA,130.0
japzjLMfmqsGszf2CG1org,12.0
rntzNd_3Cnr_-hIhxZGXXg,0.0
1Yk-GnszDT9g1E1jnD1sIw,31.0
H49HnyOQZHJSCV6FtIcM8w,1.0
aqbY6f-ZqJ7wnUSll3BxLA,43.0
pVVeN1naE-2cWCfWSbgi7Q,1173.0
LiBnff-ZuzW16zIvZgFOfQ,284.0
VO8ZLZ4NPvwcvdCAp89e0w,370.0
XcOy_IMkPO9jGBox6mHT8w,678.0
omisgpMWACc0eL6rKGjAGQ,0.0
QBLl3bVLWZB4-jS-O_MKug,25.0
cRCYeQOWjveBc0-SHwXCPg,0.0
sNQ5ZaDneM31V6Qe_19d9g,86.0
l683preTG0GIk9XMaHAUNA,1.0
WuUvgtGQW2TNk5lCstq6xQ,1.0
lkHSRUAv1Jv-U4F8ayzk0A,0.0
zTqG5kphUBoFEApnPqeGjA,26.0
LHVfdNRDiQfRpDyHyzvI5A,819.0
TiYTxiykhJdPZvNnXgLcJQ,0.0
urgviU4CGLGVLKTahwuzVg,52.0
xpd4W43hUtoBYc6dzo-xBQ,0.0
nQVPgOqVrNIWhY3F5kS79g,25.0
XpyYSWF-8xi_aZ67RUuk2Q,347.0
N38Sv1e4DF1nsHdZfbcv6w,554.0
krAgdtJ-2CcNGpuwKCbt9A,200.0
htNNxttBjRmRnP4d0XFl-w,3.0
zHAGfBguJRgwEiAQG8B50g,101.0
IUKQ4IUooZQWRhSQdGQI5Q,0.0
F4tueLYscgR4lZJd-e-2-A,762.0
HV_TRGJdMurmJkqkdRGaww,16.0
eVsO9Bx4-fty-uTzWdZKHg,6.0
wleZrwtJNG6nkxMjZpg8vg,3.0
b6hN-WP8_3Jv_cq88QUwCQ,0.0
44YFU284Z3KDEy25QyVoUw,476.0
VZbir-d9wd_Vp4sgeTVcCA,197.0
CtI7MMRF-arzGJxA1nJccQ,1225.0
izMVaoWC6BLx_yKMiy8Tpw,7.0
NikjKN4c0oOJwbjW158xBQ,35.0
w0ILJ3DokhvBOevp_zNnDQ,800.0
7N3MyhBXZxT7vK9bvH0lfg,49.0
bhosqo-Q1xp67iLqrd1Rbw,9.0
ROuiI7sWhEMLodSylU2Qpg,270.0
dg1AUjfuy9VWbfGT12qBmw,231.0
3G4oBmMbsljuOydzmUhOuA,1214.0
Re4lbcGNpkWduWDDsCXUbg,2.0
ibOX3CypYVz0nJhCN5Wmcw,79.0
zrKalMnWJY-lkl2KeQTelQ,7.0
bL6jQdJPaYRcCj4vIuT0eQ,80.0
2uJoVAx6SZBPTu925vy_bQ,8.0
n_n0aT_W10GOPglpzH5atg,39.0
g8ohH7aReWLSUtbLtxnxLw,691.0
Sav4EJZSG7p--09DTHt5mg,0.0
DGqxvWTexSLYN0u86DCpuA,28.0
UN2MzY7bZUF29gvEcp3oYg,0.0
8F9C5vhDlYphBWELUgLkvQ,118.0
BNLFEPZTyhNObVzXsTT0iw,2.0
vQtlv7CEiOjpUqh8Kb7iDQ,2.0
W19GKChSpyRoaBlmNFTiWg,897.0
PmkXtqIcjQGpNShB8yTSrA,29.0
ccgQnsz2AtP9934OdxHe-A,1391.0
nXQWBN0ojBqg_HXh0J2AFA,0.0
W36vefYka0IZAPWygxJtqg,144.0
UkFztgWFkut6fCmfNMuivQ,106.0
SvVtcl-T6vKK1-a2NL6VBA,998.0
CtN7rLdi1nbGaJiKU026Ow,0.0
3aJqrnY4u86F5-Fn_vAy-g,10.0
BB7Zk7p76N029MoOkO4FZQ,1.0
G9-O-eRMtgsw_pfWXVCEfQ,6.0
LsDqrzoRi4pmSuEX8EhsUA,413.0
iRa-394URsOWGfcFqvm1vw,176.0
VzSUgIOcyO7JmTwYDnyivQ,883.0
xlhpQvk4BsiQgn8T-KQKDw,3.0
pODquGPiGwP4-RoY7f4xtA,14.0
7KlpgRjjAmVabPzxcExs0g,4.0
aJR1iUWwNVBM692gq7adBA,58.0
rUfZp5C_j7NxQZxrjyMrvQ,1.0
euKKa7ae0vKnpLmqTUgsQg,505.0
pr2nYg8i4mjW6J2fM-Y5dA,13.0
bBM6OguT_lLYSlq4NaMuzw,26.0
9iujAdopmNdLzjejKROD5Q,0.0
QDRFdG8gPPKL7r4yic8j7Q,591.0
qMNgGd-9gsQDjalAquj4dQ,39.0
CIU0NCEOof6qF6AasxUvTA,0.0
zS3-CKZVVvUYvasJnAg-aA,178.0
GrwvBAEALujIOPQeOfN1vA,758.0
ipxip8n5xVHx_ORLhDwqZA,0.0
SYKIUCvN9JdSkVampgccfA,149.0
SBDq5PMLK0-gPVl-lsLQYw,27.0
DTvcpHf2gGKgSujUVXA7sA,227.0
RyJIi1IP0UQ5qGbwazgsIA,536.0
Ja4stXdNYr39u5CZHMNtjw,2562.0
uP_mkj1Z3aQ3MY2oNgId3Q,1.0
yIiply1esvaWxY36vdh3wA,82.0
u57NiwOgUMb6CFg-meca-w,1039.0
X3qrbOkhdCjm0NTBX7T80Q,788.0
vf-OLMuP-EB1vlqVGUx4CQ,559.0
ydt5yifyYhF5s430llv_Hw,1166.0
Ynm7H4c2ll5vZEX3iLdxmw,53.0
D3ehpx1uKG5aLuaJgztYDg,659.0
rca1HN4qRsZfmpxmlFWNDQ,82.0
P5HtZBRfwsOWIVkCrGqGyw,453.0
ALwfJk1g56dz8ehgYJNrdg,109.0
iRDfCn7MSvEVKZLyzimKpw,0.0
nnQDIQ2FM4EfJW76IbmjfQ,39.0
pNp1FK8JqW8ZMA26YJGXYA,206.0
LyuDnoxI8yiPPmwcF62bfw,4.0
nSTDc9_ETRO9mZwvc-WY9w,14.0
xyskSLRWf5ixBWSYk5hnDQ,31.0
hAioxEk3WU-SzlqIM4TI7w,6.0
T7Z309DN9kbkhFTCCXt1Ag,44.0
9Flt2bgEjCDiP21101zUcg,0.0
45bWSZtniwPRiqlivpS8Og,577.0
en-qw089uyISqOTUJb3dhw,4.0
-rCIoxp7pqN3xY7E3-v56Q,541.0
k0mc788reYpFQ_jjcFLFQw,910.0
4VPjBVJKcxDpr00OMwxSww,266.0
EUg6vHQRLHRw39bmompHcw,1296.0
iHlgAGn8kL1ZWfSgqxNWVg,805.0
biepWr2CGkkit6zNFt2Dpw,0.0
tVVZcFFt3ZlWVE7nptN3EQ,25.0
Hh4qRAOswrmBNWt3wPn8rw,482.0
H-KtEcY90TAPBFkvKZpJ7w,0.0
NRkpayrlWPnj31TZo6uEJA,0.0
0HRNeFrQt31b-lD9kVdHog,13.0
TlwmWPxMOSXOsey0ylMLeQ,0.0
06PiQOUehVOYtDcZRWrA5A,2.0
XBBGRLsPIVeaERwzW4xzGQ,829.0
xed6AtBRqx0BpeHLOiEzBg,62.0
0q8A_jB8ft7vExBQpxL2lg,0.0
s6KtKeubYAa-sY9OC3i58Q,13.0
ofAbFXOMz2-Di7p2oDsfhQ,0.0
Ou753thvsug_rr1jAfzfXg,0.0
7T2Dx26gYKPMFmAWwHgnOA,995.0
SmvbMiF0CX7EFveYPAhowQ,1173.0
4TBSJvehKXHqlC9dOCDwyA,869.0
W537pidoTVQmn9x1GPpxgA,393.0
403dr0KtTbRibcWEA7h0WA,4.0
WOz66UuVsfc2K9GxzfDnGg,1266.0
7XRbA_t8UNxMHkdslLd5Tw,0.0
9mLpkJISzg5G1ImVqqe2QA,89.0
-GUi0xyzwT9KJPS0v96dRA,4.0
i3tQsfpdKoXttqp4CFLA-Q,41.0
5ab4zTLxouz8v7Nhkd3Png,203.0
uBapvMNLJ6dtwJH9HQQamg,238.0
eaKTE4Yo1dCxI9VLIY6HFg,0.0
i7fjQN6oMHwWdIv_V-26gg,254.0
_2BtSatyEAntK56MKWQoCA,46.0
25qudn87oiNYg8jnoi4d1A,1.0
e9QjTA0wa0s6UvLPTnu4cw,2.0
JqMjfqxTffrHMabizYbVPA,5.0
R7-3MCD6_RL_VxN65yCh2Q,139.0
q0rVpseQtPmmVoOPdZ4xMQ,9.0
t6SfYTEvg0o_cfJddsqEcg,661.0
OPFoX64eLMA9QZDjOLLVQg,108.0
iWzGOHoi83SXM43LcRS18w,6.0
Kl4jN1WUFX67JRE40QVrcg,0.0
y83KJBCcnhm-aYqtUJHDHQ,24.0
FG-0gu-R0XFkQNZ_ldJ5jg,800.0
2gI7dlktBQXPZiuOW-HWvw,205.0
OLrcJhNki2C-XzPYNB-BaQ,498.0
EwBOUo676Jtdc5AlEwp5CA,100.0
vhKUBKcOm8zOLxeS3XM9iA,43.0
rEvnqL_h1W1DXdKoujmrgQ,6.0
rk55_OuXryzQTexDlvsa0g,518.0
vY8-P5aeFO4xRoH_mUfQ9A,35.0
vCD4a4nLeafjsNImVrCKXg,112.0
dN2j7NLXmYaTsckj384biw,317.0
UNzUbq9rGMQh3tcPmmxLyA,41.0
BUdPHseUBhZ_3wGW-GX7Mg,2569.0
WQIvHDD4hNa8SDVxdQt56w,434.0
LnKoH4eWM1mznCDOLrEpWQ,2.0
msthZRIAlaAAFzAaS7KkHQ,38.0
aVKOO7rBVo2lCj-KElxp5Q,5.0
NhGkSF9UB3hiDKUY9roHBg,97.0
cg3hmwyf2yP4iA1B67XkyA,291.0
jehTxzjnc_SQ4CDPkiZbXQ,0.0
VoTi4yVhTVyFdmxUpoyUsg,295.0
fo0I_-vX1xNsjS2JcnhlMw,2033.0
sSMRqNmRpd4C56OZoZAfgw,302.0
IJrRJLKS7qxzzVUkh1U5iA,0.0
CBKlwam3LBMcdJ8BG3Jvwg,0.0
Xv3d5FLutLgrlNfcQ7gR-A,1221.0
ccQhq9pSd_5wj1yMwiM7iA,0.0
dNuWjWeEBmPS4xmt2iI-EQ,0.0
lqESOVZ2EcQWMBpoMGHLZQ,3664.0
daqYMX3Y4QR8xl-BUlYBPw,200.0
syQBNfPzUKGnZE6w8cLuYA,151.0
OReE7XFVe8-S8EBU8R3etQ,55.0
pTW_ftmlevgZzUpWztP0Cg,187.0
kxZAnsPao8c3JDqiR0v2ew,886.0
q6igRYs2UTO-4nTwlttrAQ,296.0
1SlvPOQ39vZa9vyeOTiAUA,1.0
wwjkBRfPIzyP9pvi94cH8A,0.0
smdGDx5PS2Nt67FXYAQSUA,6.0
JJhnw7WJDuMHtK5i30EpGQ,438.0
mobHB_VRr8jRqLoR3-sBVw,39.0
8fBmyHKbrqCDLD9at83EgQ,3.0
Todrg1F247iuDIm784XHfA,128.0
qD_JdN9HpuuXtJv4C6jmCw,1944.0
19f_Hyq38r6ycACRw-JG6w,10.0
_YerZzosnwAs6R6p1FNkUQ,3.0
P_8w8zNsJVAGueCaDJTpGg,247.0
xTAVRDQ2JTDJQh2Oiq3LFA,306.0
Pm6f790F7DLgNRF4Ormszg,8.0
jq9gzjKbVWgeMYzA0aFzxw,1856.0
aGm-oWfLLUWxQypES1mv9A,26.0
I8TOosBLYKxZMAYNNyGEyg,10.0
KUIzGuOo6fw2cRAdgFhmew,1.0
70WDApYtMcLlrnb1EUW6fg,329.0
S3RKq5WDrvUO5ss6I2gNVQ,26.0
si0aURvXxdwP04oJqkr_zA,533.0
KBP7x08WfD__BUoE4kY0lg,713.0
-RxkfrFaOLpE6Be3zGfsVg,98.0
QcV8KIPKbGRnWQPql55bKQ,143.0
Rqf6LuH8i0Y8UaSgEzsQTg,5.0
kpsi3RgqZ7D54M5T2hINJA,857.0
rGwnzfCUp23Q5lTkxqZqTg,2.0
Ga2Bt7xfqoggTypWD5VpoQ,18.0
yZrL-0M_ia36JMC2P1cumA,177.0
OYxzmfSSN6Vv2-qomtDPNw,22.0
tVThRKf3tqPqgY7fSnVo8g,2.0
cbm9sq6Wis6T_WmbiFy8Ag,122.0
4KKmloORuH47OySm9Fq6ug,73.0
bVXGCxKYvylArU9JkPkkRQ,454.0
4zsGtAFbuDi30O43O4JWmg,55.0
A3hwreijrD8HcjDI7PIAgg,2329.0
5WtKBzHv1mL2-w1wcz3kpw,136.0
medCzwjjGeReqxOt-iPVTg,10.0
VLcKamUwc65ETV_FIsfr9Q,16.0
xd1JeV7oqs47Fra9qtJoGQ,11.0
GgzafkToX4jRDwZ1RbuPBg,28.0
FH2VUHmICayXwA3Ny_m3xQ,23.0
Qb1tuREKTsyVKO6DiDQXgg,225.0
pzwojvXN9wnsNKDkKhrCGg,314.0
seJ7Hlwr583gNGkT3amzIA,1.0
XfTPG8A1xcDAKLJtF77EvQ,793.0
axFXzhJZei9DKUbsrMHVjg,332.0
-zhywnaBiGRNcr6kbDagBQ,6.0
u4in1KQSQthNHcpDMjC1bw,0.0
EIb85lCA6HMzxdsacYtjGA,0.0
pOOqM-VIRFQrai15OBRxsA,10.0
n481ARQ6xZZtWkLchkFCXw,5.0
bEZalv7kVGhiCd0WK4uFSw,16.0
PEulzjDwcSL_ujv5mRbc4w,28.0
Gq3OgSd5KflKuwNJmuWt7Q,331.0
-TWZ4-AM76pUxPIt47mInw,2.0
KYo0OqRr-q-TM2o66MBJYg,34.0
HORILLsQHEMc5o9bIoDJMA,5.0
K5lajhnoiTXNSkFxjh2Etg,19.0
Fo-Qyaas3tOsA_GE4_lFbQ,294.0
EHgGscaiJBghjZVT9hsBFw,11.0
MhnihE0alud0ereVInSt8Q,99.0
NRtd6t9J4ipB_q737xvyow,45.0
vu49Y9DNbjReqzFWkTI1xQ,5.0
vBV5IbpTgUKuu2HlneE2NA,504.0
lSSUmCtsKU_qYz5NGz979w,3.0
CrM_FY9NIoDWudQYHlO7UQ,16.0
4P6hZh7aieaZJXShzP3JQg,3.0
amuNjN2yc_0HRgbMH5UlKw,2.0
o8xPa5jrETlJwaqkdSeUdw,11.0
MFrCj5Ta-kE2ZxmiY6sFxg,0.0
ZLG7N4VDGzo7V0ViITi93Q,146.0
JrWDbaSUYVBuTeELOWmRCQ,5.0
BDV4499NWVKQgQQ5FjPd8w,13.0
GPs6pPBaRDbavro8uKjo7g,9.0
uBZjhmmqzIwxdTeIKopCEg,0.0
n6IWvkVMWB9OIRZBXh5tHw,1784.0
AoKRsxts46M2bCIqBukirg,12.0
KMBqBh6rMXxcFoV0PxuoDg,0.0
nwHd2MbIGz0SNG8GpFjekw,1091.0
UPF6nUKB_kbMM44xiEc66g,378.0
hasQfeRQ1QKhiIIqCZDrAw,6.0
bU8LfqCBOgSgGrpXTYAVfA,24.0
xRhO5lLaKbxG0IRHwYIc5w,0.0
kA16kUvlhuZNY0QofQoV6A,26.0
5g6fssi_52emmju-vwPahQ,10.0
HshPHJ-OJ0rpVR-okV55Rg,499.0
tbZ-vAxGDlRIp3FWiT4JRw,8.0
HRAJCzcUUE3k_7lwKcyiGA,148.0
yr7tfzFc88ciGvAwAypCqg,22.0
